127.0.0.1 - - [23/Feb/2024:09:41:35 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:42 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2331
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:46 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:53 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:54 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:55 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:55 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:55 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:59 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:59 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:51:20 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:51:21 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:51:22 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:51:22 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:51:22 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:51:26 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2327
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:02:19 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:02:20 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:02:21 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:02:21 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:02:21 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:03:43 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:03:45 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:03:45 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:03:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:05:20 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:05:24 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:05:24 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:05:24 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:07:42 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:07:42 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:07:44 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2704
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:07:44 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:07:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:15:32 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2701
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:15:33 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2701
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:15:33 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:15:33 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:16:07 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2700
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:16:09 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2700
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:16:09 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:16:09 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:18:39 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2690
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:18:40 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2690
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:18:40 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:18:40 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:20:27 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2737
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:20:28 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2737
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:20:28 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:20:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:22 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:22 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:22 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:22 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:23 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2737
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:42 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2736
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:42 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2736
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:42 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2736
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:47 +0900] "POST /projectMVC/board/boardWrite2.do HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:23:49 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:35:12 +0900] "GET /projectMVC/ HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:35:14 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:35:16 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:35:22 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:18 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:19 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:20 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:20 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:20 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:27 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2786
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:28 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2786
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:28 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:36:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:08 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:25 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:28 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:30 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:33 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:34 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:35 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:35 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:37:39 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:38:06 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:02 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2717
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:02 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:45 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:45 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:49 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:49 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:39:49 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:40:05 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2820
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:40:16 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2717
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:42:26 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3049
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:42:44 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:46:36 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:47:37 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3752
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:47:38 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3752
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:47:43 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3752
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:47:43 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:47:43 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:48:43 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:48:44 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:48:45 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:48:45 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3752
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:51:56 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3824
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:06 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3820
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:06 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3820
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:12 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3811
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:35 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:37 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3811
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:38 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:39 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:41 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3811
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:42 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3811
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:44 +0900] "GET /projectMVC/board/boardlist.do?pg=2 HTTP/1.1" 200 3780
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:45 +0900] "GET /projectMVC/board/boardlist.do?pg=3 HTTP/1.1" 200 3778
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:46 +0900] "GET /projectMVC/board/boardlist.do?pg=4 HTTP/1.1" 200 3857
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:46 +0900] "GET /projectMVC/image/reply.gif HTTP/1.1" 200 164
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:47 +0900] "GET /projectMVC/board/boardlist.do?pg=5 HTTP/1.1" 200 3777
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:47 +0900] "GET /projectMVC/board/boardlist.do?pg=6 HTTP/1.1" 200 2605
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:48 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3811
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:49 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:52:50 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3811
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:54:22 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:54:46 +0900] "POST /projectMVC/board/boardWrite2.do HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [23/Feb/2024:16:54:48 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3802
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:01:43 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:01:43 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:01:46 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:01:46 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:01:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:11 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2854
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:15 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:31 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2854
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:31 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:36 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:39 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2854
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:40 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:02:40 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:03:18 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2854
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:03:23 +0900] "POST /projectMVC/board/boardWrite2.do HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:03:24 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 3829
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:27:17 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:27:23 +0900] "POST /projectMVC/member/logout.do HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:27:25 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3201
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:27:38 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:27:41 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:27:41 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:35:10 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3791
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:35:10 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3595
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:38:29 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:38:30 +0900] "POST /projectMVC/member/logout.do HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:38:31 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3201
0:0:0:0:0:0:0:1 - - [23/Feb/2024:17:38:32 +0900] "GET /projectMVC/member/writeForm2.do HTTP/1.1" 200 4111
